Source;Target;start;end
1648;4159;2023-10-24T16:08:53.318242;2023-11-06T21:57:04.318242
1472;4126;2023-10-20T02:17:34.318242;2023-10-23T20:00:29.318242
153;2087;2023-10-16T22:01:15.318242;2023-11-14T17:04:45.318242
2396;4739;2023-10-19T14:09:05.318242;2023-11-11T10:58:54.318242
112;5645;2023-10-19T17:58:05.318242;2023-10-22T13:21:45.318242
743;4614;2023-11-10T07:14:07.318242;2023-11-12T09:38:34.318242
267;3615;2023-10-27T15:41:22.318242;2023-11-07T18:47:02.318242
3099;3374;2023-11-01T05:29:34.318242;2023-11-11T11:30:02.318242
2248;5042;2023-10-16T08:27:58.318242;2023-10-22T00:34:04.318242
355;4878;2023-10-29T14:57:06.318242;2023-11-09T08:18:45.318242
5158;5308;2023-10-28T13:11:01.318242;2023-11-07T23:13:10.318242
2002;2595;2023-10-25T05:06:48.318242;2023-11-02T22:24:30.318242
1710;2958;2023-10-18T04:47:20.318242;2023-11-07T20:49:05.318242
1408;5148;2023-10-23T21:04:26.318242;2023-11-01T02:19:20.318242
1500;5758;2023-10-25T18:05:43.318242;2023-11-01T22:36:07.318242
331;3289;2023-11-13T13:52:29.318242;2023-11-14T08:05:23.318242
4579;4667;2023-10-27T17:05:21.318242;2023-11-13T17:13:59.318242
221;4072;2023-11-05T21:45:02.318242;2023-11-10T18:39:03.318242
1595;3204;2023-10-19T06:04:31.318242;2023-11-06T11:12:26.318242
1727;4795;2023-10-29T21:17:13.318242;2023-11-01T03:54:10.318242
453;5800;2023-10-29T16:59:06.318242;2023-11-08T16:37:45.318242
726;992;2023-10-17T07:44:23.318242;2023-10-27T16:16:00.318242
630;2698;2023-10-27T05:58:53.318242;2023-11-10T22:43:32.318242
1104;3580;2023-11-10T12:18:06.318242;2023-11-10T17:51:28.318242
2481;3402;2023-10-26T22:05:26.318242;2023-10-31T09:57:27.318242
4120;5907;2023-11-11T01:07:52.318242;2023-11-12T15:58:31.318242
1621;2230;2023-10-19T15:56:21.318242;2023-10-20T05:45:44.318242
2111;2828;2023-10-17T21:22:53.318242;2023-11-14T00:24:24.318242
3497;5610;2023-10-30T05:26:47.318242;2023-11-11T15:41:11.318242
2495;3035;2023-10-20T15:09:11.318242;2023-10-24T09:05:14.318242
1916;5225;2023-11-01T00:50:09.318242;2023-11-14T10:19:33.318242
3171;3599;2023-10-30T19:14:50.318242;2023-11-04T13:33:56.318242
1275;3399;2023-10-17T08:21:22.318242;2023-11-04T15:26:32.318242
175;4635;2023-11-10T06:51:03.318242;2023-11-12T20:03:43.318242
2149;4740;2023-11-07T19:28:18.318242;2023-11-07T23:49:16.318242
3317;3550;2023-10-23T00:52:18.318242;2023-11-14T09:27:59.318242
3432;5543;2023-11-04T20:00:31.318242;2023-11-09T22:34:55.318242
721;5426;2023-10-25T14:40:04.318242;2023-10-28T10:50:19.318242
56;634;2023-11-13T23:37:57.318242;2023-11-14T13:40:20.318242
516;5069;2023-10-17T09:55:16.318242;2023-10-21T21:16:52.318242
2548;2633;2023-11-11T03:23:44.318242;2023-11-12T00:50:00.318242
2288;5431;2023-11-14T01:09:55.318242;2023-11-14T08:32:47.318242
1734;3048;2023-10-18T16:12:08.318242;2023-10-24T19:36:45.318242
3595;4872;2023-10-25T23:39:30.318242;2023-11-07T16:28:02.318242
2160;4036;2023-10-28T15:02:58.318242;2023-11-11T22:23:46.318242
204;5646;2023-11-02T04:13:59.318242;2023-11-11T11:57:28.318242
541;5543;2023-11-04T03:09:09.318242;2023-11-14T06:38:16.318242
1009;1226;2023-11-09T17:12:18.318242;2023-11-14T20:08:30.318242
1813;4385;2023-10-19T10:05:42.318242;2023-10-20T01:13:13.318242
2173;4010;2023-10-25T05:30:05.318242;2023-10-26T09:02:15.318242
2049;2186;2023-11-13T19:18:39.318242;2023-11-14T06:53:26.318242
1780;2278;2023-11-02T00:27:38.318242;2023-11-06T17:50:31.318242
571;3391;2023-11-08T18:15:22.318242;2023-11-12T06:43:28.318242
5012;5708;2023-11-06T13:37:07.318242;2023-11-11T21:23:18.318242
2767;3947;2023-11-03T12:43:07.318242;2023-11-10T13:09:21.318242
2812;5036;2023-11-04T14:00:30.318242;2023-11-05T12:03:56.318242
125;147;2023-10-21T07:40:49.318242;2023-11-13T04:35:53.318242
1016;2970;2023-11-03T04:20:11.318242;2023-11-12T16:02:40.318242
3880;5338;2023-11-03T09:41:31.318242;2023-11-10T12:07:35.318242
837;3793;2023-10-29T23:41:29.318242;2023-11-02T03:10:42.318242
4549;5800;2023-11-01T14:40:42.318242;2023-11-02T04:14:26.318242
4180;3335;2023-10-25T10:34:59.318242;2023-10-29T14:23:45.318242
617;1946;2023-10-25T00:32:03.318242;2023-11-06T17:09:08.318242
3055;3123;2023-11-12T09:46:47.318242;2023-11-13T12:45:32.318242
2726;541;2023-10-23T13:34:26.318242;2023-10-31T13:08:30.318242
147;1051;2023-11-10T07:20:33.318242;2023-11-12T15:36:47.318242
596;2812;2023-11-06T02:58:28.318242;2023-11-14T05:38:54.318242
3597;5830;2023-10-24T19:59:32.318242;2023-11-09T04:07:51.318242
1595;4026;2023-11-08T09:46:08.318242;2023-11-09T04:16:42.318242
891;1918;2023-11-07T00:02:56.318242;2023-11-09T23:16:28.318242
1991;4014;2023-10-23T20:21:37.318242;2023-11-03T05:30:16.318242
1927;3980;2023-10-16T17:49:32.318242;2023-11-05T18:13:06.318242
3412;4718;2023-11-12T07:20:05.318242;2023-11-12T10:49:22.318242
4954;5484;2023-10-20T23:54:27.318242;2023-10-28T14:40:47.318242
3506;3957;2023-11-12T23:30:24.318242;2023-11-14T06:13:41.318242
1344;1849;2023-11-10T22:05:14.318242;2023-11-13T23:58:37.318242
2779;4938;2023-10-18T21:17:04.318242;2023-10-20T21:26:10.318242
5574;5599;2023-10-17T13:41:39.318242;2023-10-31T23:05:05.318242
1980;5679;2023-10-17T08:47:38.318242;2023-10-20T02:39:59.318242
3807;4410;2023-11-02T04:34:40.318242;2023-11-03T22:14:38.318242
897;2558;2023-11-02T04:47:09.318242;2023-11-04T16:19:43.318242
1849;5695;2023-10-28T03:47:23.318242;2023-11-03T15:24:42.318242
369;2994;2023-10-31T09:23:36.318242;2023-10-31T13:22:00.318242
3523;4835;2023-11-10T16:32:36.318242;2023-11-13T13:35:32.318242
3219;4284;2023-10-26T22:23:12.318242;2023-10-31T00:02:15.318242
3979;4405;2023-11-10T10:17:06.318242;2023-11-12T19:45:58.318242
2572;4032;2023-11-14T09:38:30.318242;2023-11-14T10:02:17.318242
791;1680;2023-11-09T22:29:05.318242;2023-11-10T13:11:31.318242
949;4306;2023-10-31T07:26:01.318242;2023-11-02T23:13:54.318242
3159;4652;2023-10-31T20:53:24.318242;2023-11-05T11:45:21.318242
2647;4253;2023-10-17T03:09:14.318242;2023-11-14T11:26:25.318242
3748;4637;2023-11-05T03:09:01.318242;2023-11-10T06:03:03.318242
2636;3668;2023-10-16T18:56:39.318242;2023-10-21T15:28:28.318242
809;5312;2023-10-21T01:07:16.318242;2023-11-14T00:13:44.318242
5308;5729;2023-10-24T07:58:54.318242;2023-10-25T13:10:15.318242
4352;4932;2023-10-23T11:22:28.318242;2023-11-08T21:27:20.318242
1137;2558;2023-11-02T14:13:01.318242;2023-11-11T20:16:08.318242
3762;4801;2023-10-17T13:46:52.318242;2023-11-14T21:33:44.318242
686;4158;2023-11-01T23:29:11.318242;2023-11-13T11:58:06.318242
1820;5389;2023-10-25T08:44:26.318242;2023-11-04T23:53:35.318242
2338;3717;2023-10-21T05:02:47.318242;2023-11-01T22:12:52.318242
179;1971;2023-10-30T10:20:32.318242;2023-10-31T15:38:59.318242
3434;3895;2023-10-24T11:45:11.318242;2023-11-07T22:26:42.318242
1719;4852;2023-10-23T14:07:38.318242;2023-10-25T00:14:21.318242
2670;4606;2023-10-30T07:25:09.318242;2023-11-11T19:11:51.318242
3733;4805;2023-11-02T18:55:01.318242;2023-11-11T19:35:12.318242
2220;4160;2023-11-06T02:34:34.318242;2023-11-07T09:06:23.318242
3448;3661;2023-11-13T19:14:18.318242;2023-11-13T20:42:48.318242
1201;4698;2023-11-12T23:10:46.318242;2023-11-13T16:49:19.318242
55;2663;2023-10-16T01:25:45.318242;2023-10-31T08:40:20.318242
4500;5502;2023-11-07T10:24:17.318242;2023-11-14T20:54:38.318242
2017;3721;2023-11-08T18:10:13.318242;2023-11-09T16:55:51.318242
2723;4160;2023-10-22T23:02:30.318242;2023-11-06T03:03:01.318242
493;3667;2023-11-02T03:37:53.318242;2023-11-05T14:04:42.318242
1144;3193;2023-10-20T09:09:58.318242;2023-11-11T03:31:48.318242
2059;5209;2023-11-03T14:55:13.318242;2023-11-09T04:41:31.318242
3033;4829;2023-10-24T03:38:59.318242;2023-11-07T01:15:44.318242
837;2500;2023-10-26T15:59:50.318242;2023-11-03T13:32:51.318242
1202;1538;2023-11-05T11:21:14.318242;2023-11-09T19:53:13.318242
1651;2770;2023-11-06T01:57:21.318242;2023-11-06T04:38:37.318242
1557;4271;2023-11-06T01:54:41.318242;2023-11-10T23:46:35.318242
92;3208;2023-10-22T14:11:36.318242;2023-10-30T06:14:40.318242
2045;5127;2023-11-02T23:56:27.318242;2023-11-10T10:35:45.318242
291;4801;2023-11-06T04:48:34.318242;2023-11-08T12:14:28.318242
2712;5800;2023-10-27T14:41:37.318242;2023-11-01T20:15:48.318242
4921;5142;2023-11-02T22:13:46.318242;2023-11-10T19:53:42.318242
1755;4090;2023-10-19T04:08:44.318242;2023-11-05T22:42:49.318242
191;329;2023-10-19T10:32:13.318242;2023-10-25T11:29:55.318242
1270;1952;2023-11-10T14:02:11.318242;2023-11-14T06:46:20.318242
3087;3121;2023-10-28T17:48:50.318242;2023-11-11T11:10:37.318242
1972;3377;2023-10-20T11:32:00.318242;2023-11-13T02:42:06.318242
3036;4718;2023-10-21T10:38:42.318242;2023-11-03T19:07:52.318242
873;3023;2023-11-03T02:03:42.318242;2023-11-09T08:23:32.318242
108;2916;2023-10-19T09:08:51.318242;2023-10-19T12:49:22.318242
247;2561;2023-11-10T12:04:07.318242;2023-11-13T20:10:19.318242
4872;5584;2023-10-18T23:44:40.318242;2023-10-23T00:36:25.318242
1257;4921;2023-11-09T08:06:32.318242;2023-11-11T20:44:50.318242
2555;2713;2023-10-23T21:38:03.318242;2023-10-29T15:12:38.318242
405;4226;2023-10-17T16:41:33.318242;2023-11-13T20:07:33.318242
2514;5591;2023-10-17T09:47:13.318242;2023-10-26T13:53:27.318242
2001;2367;2023-10-18T08:23:49.318242;2023-10-22T23:34:33.318242
3306;4135;2023-10-24T06:51:16.318242;2023-11-04T10:44:24.318242
3259;1374;2023-11-13T00:59:52.318242;2023-11-13T17:31:32.318242
3506;4796;2023-11-04T12:58:46.318242;2023-11-12T08:19:15.318242
1138;4006;2023-10-23T17:57:47.318242;2023-11-12T15:42:45.318242
563;1339;2023-11-14T05:22:52.318242;2023-11-14T19:23:29.318242
999;1690;2023-11-06T07:19:48.318242;2023-11-14T20:40:28.318242
2015;2063;2023-11-06T08:27:31.318242;2023-11-07T20:37:25.318242
328;540;2023-11-13T03:15:51.318242;2023-11-13T10:51:49.318242
1469;5865;2023-10-27T15:42:24.318242;2023-11-14T11:59:38.318242
46;4903;2023-11-11T01:14:11.318242;2023-11-11T13:44:22.318242
3166;5311;2023-11-09T06:22:50.318242;2023-11-09T07:17:56.318242
966;5860;2023-10-16T20:22:45.318242;2023-10-27T23:22:22.318242
1535;4874;2023-10-17T02:52:53.318242;2023-10-26T21:46:36.318242
567;795;2023-10-21T09:27:38.318242;2023-11-03T18:20:55.318242
2180;5279;2023-10-30T07:15:31.318242;2023-11-09T11:15:40.318242
3665;4438;2023-10-21T02:25:05.318242;2023-11-07T00:55:36.318242
2394;5611;2023-10-30T10:15:22.318242;2023-11-10T20:10:36.318242
3955;4759;2023-10-23T20:39:19.318242;2023-10-27T01:48:00.318242
4598;5785;2023-10-22T04:11:43.318242;2023-11-09T06:46:58.318242
634;1991;2023-10-17T18:08:10.318242;2023-11-13T10:39:20.318242
2680;5293;2023-10-24T11:38:41.318242;2023-11-05T06:13:11.318242
638;648;2023-10-19T19:44:13.318242;2023-10-24T15:08:53.318242
2654;5800;2023-10-16T03:46:53.318242;2023-10-27T14:26:00.318242
3901;5882;2023-10-21T18:36:46.318242;2023-11-12T06:04:09.318242
147;4319;2023-11-08T19:32:34.318242;2023-11-13T12:01:08.318242
1178;2979;2023-10-30T02:52:20.318242;2023-11-13T02:36:49.318242
3367;5557;2023-11-01T01:48:20.318242;2023-11-12T15:48:59.318242
4160;5414;2023-11-02T12:52:03.318242;2023-11-04T07:41:56.318242
1961;4836;2023-11-02T20:00:30.318242;2023-11-13T15:00:47.318242
1400;3576;2023-10-21T12:40:36.318242;2023-11-02T21:22:30.318242
2920;5538;2023-10-18T00:55:58.318242;2023-10-20T11:02:19.318242
724;3662;2023-10-22T21:43:36.318242;2023-10-26T09:23:05.318242
295;3270;2023-10-21T06:20:05.318242;2023-10-24T04:45:57.318242
1584;3301;2023-11-11T06:21:58.318242;2023-11-13T11:34:17.318242
3387;5889;2023-10-27T08:11:02.318242;2023-10-29T10:40:29.318242
1340;1597;2023-10-19T16:56:23.318242;2023-10-28T16:11:54.318242
4676;5082;2023-11-05T03:38:34.318242;2023-11-12T08:05:00.318242
2624;3311;2023-11-08T15:36:52.318242;2023-11-12T17:43:25.318242
354;516;2023-10-27T05:14:54.318242;2023-11-03T18:19:36.318242
4578;4270;2023-11-09T17:04:23.318242;2023-11-13T22:43:25.318242
3263;5566;2023-11-08T11:34:04.318242;2023-11-08T21:24:46.318242
2894;4602;2023-10-20T20:45:30.318242;2023-10-31T00:22:24.318242
142;1681;2023-11-09T01:16:11.318242;2023-11-14T04:41:36.318242
4297;5609;2023-11-04T10:30:29.318242;2023-11-06T06:20:02.318242
4139;5250;2023-10-20T22:42:44.318242;2023-10-28T14:29:23.318242
2000;2443;2023-10-17T05:38:23.318242;2023-10-21T00:46:36.318242
1454;4968;2023-10-18T00:51:12.318242;2023-10-22T04:01:08.318242
743;3662;2023-11-10T11:49:19.318242;2023-11-13T22:01:29.318242
188;1997;2023-11-06T08:08:41.318242;2023-11-10T14:25:38.318242
371;2506;2023-11-07T04:53:10.318242;2023-11-08T16:10:03.318242
961;2899;2023-10-20T09:42:28.318242;2023-11-05T13:15:11.318242
4341;5072;2023-11-08T18:45:59.318242;2023-11-12T22:02:02.318242
1342;5066;2023-10-18T14:35:43.318242;2023-11-02T21:47:29.318242
2960;3625;2023-11-01T04:31:43.318242;2023-11-13T13:50:50.318242
2928;4158;2023-11-04T00:08:26.318242;2023-11-14T17:53:10.318242
5655;4499;2023-11-10T02:24:33.318242;2023-11-10T18:36:07.318242
3218;4148;2023-10-26T08:46:40.318242;2023-11-12T11:51:37.318242
3176;5076;2023-11-02T04:44:57.318242;2023-11-10T06:24:46.318242
2946;4108;2023-10-20T20:47:19.318242;2023-10-27T01:17:15.318242
1804;3986;2023-11-04T09:00:21.318242;2023-11-14T20:06:57.318242
1199;1522;2023-11-12T09:21:31.318242;2023-11-14T17:51:45.318242
2187;5043;2023-11-05T06:42:41.318242;2023-11-14T01:51:51.318242
1405;3680;2023-10-31T02:46:29.318242;2023-11-12T08:40:10.318242
391;1418;2023-10-22T01:34:29.318242;2023-11-04T12:21:17.318242
2059;5163;2023-11-13T14:10:34.318242;2023-11-13T15:56:45.318242
2647;2890;2023-10-16T00:36:02.318242;2023-10-29T12:37:57.318242
175;5052;2023-10-18T13:02:46.318242;2023-11-06T17:50:35.318242
310;1172;2023-10-25T01:19:14.318242;2023-10-28T03:12:48.318242
787;4619;2023-10-16T21:58:37.318242;2023-11-09T17:40:14.318242
3714;5137;2023-11-06T02:16:55.318242;2023-11-13T15:44:04.318242
4602;5608;2023-11-12T08:52:08.318242;2023-11-12T14:48:34.318242
202;5237;2023-10-17T18:06:50.318242;2023-11-02T23:24:42.318242
2965;1247;2023-11-12T18:31:02.318242;2023-11-13T00:18:46.318242
165;2060;2023-10-29T17:18:47.318242;2023-11-09T00:20:22.318242
81;5505;2023-11-05T23:42:11.318242;2023-11-08T21:19:25.318242
3121;3489;2023-11-12T04:45:37.318242;2023-11-12T12:48:14.318242
647;2397;2023-10-28T14:32:11.318242;2023-11-03T04:07:00.318242
3374;4253;2023-11-10T16:07:24.318242;2023-11-14T13:05:28.318242
3306;5510;2023-10-26T21:16:09.318242;2023-10-29T18:32:00.318242
1631;4708;2023-11-12T15:51:48.318242;2023-11-13T08:38:58.318242
1790;4670;2023-11-04T14:48:01.318242;2023-11-04T23:38:22.318242
1328;1618;2023-11-03T15:19:51.318242;2023-11-10T21:27:07.318242
2408;5589;2023-11-03T03:48:58.318242;2023-11-07T14:15:02.318242
3009;5355;2023-11-02T22:31:08.318242;2023-11-07T18:25:15.318242
818;2377;2023-10-22T02:21:58.318242;2023-10-22T14:54:21.318242
2239;2346;2023-11-14T10:50:04.318242;2023-11-14T11:26:06.318242
3756;4108;2023-11-11T09:16:37.318242;2023-11-14T06:41:35.318242
137;5118;2023-11-12T19:34:50.318242;2023-11-13T09:31:16.318242
4606;5166;2023-11-13T22:12:39.318242;2023-11-14T04:17:02.318242
2142;4398;2023-10-22T16:12:23.318242;2023-10-22T16:38:25.318242
1374;5645;2023-11-02T18:24:01.318242;2023-11-12T09:51:45.318242
5483;5907;2023-11-06T14:41:34.318242;2023-11-09T13:26:08.318242
3033;755;2023-10-30T07:35:12.318242;2023-11-02T03:25:15.318242
3696;4759;2023-10-17T06:43:56.318242;2023-11-03T06:47:21.318242
3848;4032;2023-11-03T13:57:11.318242;2023-11-11T13:12:11.318242
4274;5810;2023-11-05T17:28:20.318242;2023-11-14T11:41:55.318242
641;4932;2023-10-19T14:40:13.318242;2023-10-21T20:55:58.318242
1853;3007;2023-11-04T01:55:41.318242;2023-11-07T10:26:52.318242
3023;5560;2023-10-17T16:06:39.318242;2023-10-31T19:39:17.318242
1556;4258;2023-10-27T11:22:46.318242;2023-11-04T06:23:38.318242
1546;1625;2023-10-20T23:40:41.318242;2023-11-04T16:46:03.318242
1434;4123;2023-11-10T23:02:53.318242;2023-11-13T19:58:29.318242
1864;4389;2023-10-19T02:02:36.318242;2023-10-20T01:31:14.318242
3439;5691;2023-11-09T10:22:14.318242;2023-11-12T06:21:40.318242
2722;3481;2023-10-20T01:03:33.318242;2023-10-20T09:26:28.318242
2249;5758;2023-11-05T02:28:10.318242;2023-11-14T11:36:47.318242
1474;5638;2023-10-26T09:07:33.318242;2023-10-27T04:08:20.318242
3140;3309;2023-10-23T20:56:12.318242;2023-11-05T22:50:59.318242
4463;5255;2023-11-13T16:25:10.318242;2023-11-13T22:49:17.318242
4193;4333;2023-11-07T21:27:54.318242;2023-11-10T20:52:52.318242
2915;3764;2023-10-30T14:28:33.318242;2023-11-10T13:41:54.318242
885;5093;2023-10-27T13:17:42.318242;2023-11-03T10:20:52.318242
3831;5480;2023-11-10T09:36:42.318242;2023-11-13T07:58:40.318242
97;571;2023-11-12T20:15:20.318242;2023-11-14T03:47:04.318242
2242;5833;2023-11-04T05:01:43.318242;2023-11-13T14:32:47.318242
578;3097;2023-10-29T23:24:18.318242;2023-11-09T07:07:06.318242
193;5879;2023-10-25T08:13:48.318242;2023-11-04T16:05:45.318242
287;369;2023-11-01T09:51:27.318242;2023-11-10T10:36:23.318242
4;5110;2023-11-13T01:30:29.318242;2023-11-14T10:21:28.318242
3957;4337;2023-10-23T09:48:16.318242;2023-10-30T14:59:45.318242
1017;1271;2023-10-28T11:07:06.318242;2023-11-02T20:59:26.318242
2316;3833;2023-11-01T17:23:10.318242;2023-11-03T14:10:51.318242
1723;4517;2023-10-27T11:54:17.318242;2023-11-11T17:14:52.318242
3048;3938;2023-10-28T02:11:25.318242;2023-11-13T06:36:58.318242
1299;4874;2023-11-05T05:37:15.318242;2023-11-14T05:18:38.318242
1400;3110;2023-11-04T00:08:39.318242;2023-11-10T08:19:18.318242
1091;1231;2023-10-22T14:47:33.318242;2023-11-03T04:03:46.318242
3007;5525;2023-10-31T18:37:58.318242;2023-11-03T21:47:25.318242
4761;5574;2023-10-17T22:44:09.318242;2023-10-21T00:19:09.318242
3680;5001;2023-11-02T15:58:17.318242;2023-11-06T22:51:48.318242
1997;2353;2023-10-24T16:27:13.318242;2023-11-12T22:32:59.318242
2242;4346;2023-10-26T07:49:18.318242;2023-11-07T23:27:40.318242
220;5366;2023-10-30T11:06:28.318242;2023-11-10T19:37:51.318242
4530;3985;2023-10-30T23:32:42.318242;2023-11-08T14:48:24.318242
1011;3159;2023-10-29T19:28:15.318242;2023-11-07T10:38:17.318242
4917;5066;2023-11-01T00:12:49.318242;2023-11-11T16:32:44.318242
1039;3764;2023-11-11T04:09:38.318242;2023-11-14T08:17:09.318242
1324;5867;2023-11-11T22:16:56.318242;2023-11-14T02:46:42.318242
3170;5093;2023-10-21T04:47:37.318242;2023-11-07T14:55:06.318242
2555;5566;2023-10-24T18:26:12.318242;2023-11-10T13:09:38.318242
1952;5511;2023-10-29T11:12:41.318242;2023-11-14T02:26:38.318242
4395;4824;2023-10-25T04:19:40.318242;2023-11-11T20:09:04.318242
1091;4874;2023-11-04T08:30:00.318242;2023-11-11T20:35:08.318242
177;391;2023-10-21T08:13:08.318242;2023-10-24T21:21:57.318242
929;5350;2023-10-27T02:31:04.318242;2023-11-11T00:55:46.318242
2696;5666;2023-10-17T23:12:45.318242;2023-11-06T01:02:01.318242
2793;3848;2023-10-16T09:49:34.318242;2023-11-10T07:58:30.318242
505;3387;2023-11-03T05:00:01.318242;2023-11-14T07:29:09.318242
1178;2694;2023-10-30T15:05:02.318242;2023-11-05T15:14:17.318242
2509;4408;2023-10-25T23:22:45.318242;2023-11-02T06:29:57.318242
5119;5584;2023-11-07T06:15:35.318242;2023-11-11T07:32:10.318242
5736;5877;2023-10-16T02:08:03.318242;2023-10-17T01:05:13.318242
1388;1865;2023-11-10T13:52:00.318242;2023-11-12T21:31:44.318242
94;1989;2023-11-10T02:56:15.318242;2023-11-14T17:16:47.318242
18;3781;2023-10-21T12:12:51.318242;2023-10-25T09:02:09.318242
282;2130;2023-10-20T01:08:13.318242;2023-10-21T16:18:12.318242
409;5865;2023-11-09T11:25:20.318242;2023-11-09T19:36:20.318242
3594;5081;2023-11-12T00:47:38.318242;2023-11-12T08:03:53.318242
155;5719;2023-11-14T00:41:22.318242;2023-11-14T13:25:11.318242
1215;4156;2023-10-24T20:14:58.318242;2023-10-31T22:49:10.318242
1400;2619;2023-10-23T20:35:29.318242;2023-10-30T04:45:16.318242
165;3523;2023-10-30T15:25:43.318242;2023-11-13T18:33:54.318242
4234;5209;2023-11-12T09:17:12.318242;2023-11-14T14:41:47.318242
2218;3758;2023-11-01T06:18:49.318242;2023-11-12T15:02:17.318242
1030;1199;2023-10-25T06:13:46.318242;2023-11-03T03:06:58.318242
2001;3793;2023-10-30T14:10:29.318242;2023-11-06T07:45:52.318242
613;4160;2023-10-22T08:03:55.318242;2023-11-01T06:54:09.318242
2091;2633;2023-11-11T11:52:30.318242;2023-11-13T21:50:29.318242
1684;4293;2023-10-17T23:27:46.318242;2023-10-27T21:41:33.318242
2287;3509;2023-10-19T17:50:43.318242;2023-11-07T02:45:15.318242
1726;2049;2023-11-07T10:43:49.318242;2023-11-13T21:42:39.318242
950;1823;2023-11-14T03:41:53.318242;2023-11-14T15:13:56.318242
2698;4368;2023-11-07T14:49:55.318242;2023-11-08T13:25:36.318242
2919;3670;2023-11-12T23:23:49.318242;2023-11-13T01:02:13.318242
3652;4112;2023-10-29T15:36:29.318242;2023-10-30T13:46:32.318242
91;127;2023-10-29T09:11:05.318242;2023-11-04T06:36:27.318242
464;3578;2023-10-20T23:01:12.318242;2023-10-25T20:32:46.318242
967;2809;2023-10-16T00:32:51.318242;2023-11-05T16:19:43.318242
556;1075;2023-11-10T03:42:17.318242;2023-11-10T14:36:06.318242
1263;5119;2023-10-26T10:47:49.318242;2023-11-14T07:37:43.318242
1033;5234;2023-10-23T18:42:14.318242;2023-10-27T05:13:38.318242
2272;5708;2023-10-25T15:32:41.318242;2023-11-03T22:21:05.318242
4226;3656;2023-11-07T18:57:53.318242;2023-11-11T00:56:42.318242
147;2309;2023-10-31T01:17:17.318242;2023-11-12T12:06:14.318242
61;5086;2023-11-01T00:59:24.318242;2023-11-01T10:10:46.318242
3266;3270;2023-10-23T18:53:28.318242;2023-10-25T17:53:26.318242
1348;2893;2023-10-23T18:33:43.318242;2023-11-04T07:58:25.318242
211;3205;2023-10-29T20:49:18.318242;2023-10-30T12:56:35.318242
4579;4953;2023-11-02T22:25:39.318242;2023-11-10T01:34:31.318242
514;764;2023-10-17T08:07:01.318242;2023-10-24T18:33:49.318242
4521;4994;2023-11-12T01:22:15.318242;2023-11-12T21:24:26.318242
837;1651;2023-10-28T19:59:32.318242;2023-11-08T06:21:10.318242
1236;1201;2023-10-29T17:13:36.318242;2023-11-02T07:14:08.318242
1111;1887;2023-10-28T02:32:25.318242;2023-10-28T15:21:48.318242
2774;4367;2023-11-12T01:45:30.318242;2023-11-14T09:07:39.318242
630;1259;2023-11-08T20:36:51.318242;2023-11-10T09:47:00.318242
1864;5262;2023-10-16T04:30:19.318242;2023-10-30T10:42:57.318242
697;5181;2023-11-12T04:56:21.318242;2023-11-12T07:00:55.318242
2166;2621;2023-10-19T23:41:25.318242;2023-10-20T17:37:48.318242
570;769;2023-11-05T20:40:32.318242;2023-11-09T19:19:38.318242
179;1250;2023-10-17T04:44:01.318242;2023-10-20T14:44:33.318242
2021;2340;2023-10-22T00:03:28.318242;2023-11-07T07:03:01.318242
690;895;2023-10-16T04:48:00.318242;2023-11-09T16:48:12.318242
2083;2929;2023-10-25T06:48:53.318242;2023-11-03T19:55:14.318242
2145;2354;2023-11-10T10:07:36.318242;2023-11-12T04:13:16.318242
3752;4821;2023-11-02T23:05:18.318242;2023-11-12T12:10:36.318242
2515;2551;2023-10-24T01:12:33.318242;2023-10-25T13:22:52.318242
1723;3409;2023-11-11T04:40:30.318242;2023-11-13T04:12:17.318242
2413;4920;2023-11-13T14:58:48.318242;2023-11-13T16:46:34.318242
183;976;2023-11-11T19:32:05.318242;2023-11-12T06:39:07.318242
2572;5213;2023-11-01T01:17:42.318242;2023-11-11T11:01:37.318242
2027;3068;2023-10-23T17:22:29.318242;2023-10-26T10:20:26.318242
3134;1070;2023-10-30T01:04:57.318242;2023-11-11T15:08:54.318242
98;5093;2023-10-29T22:49:03.318242;2023-11-08T21:51:17.318242
2617;5638;2023-10-31T08:36:08.318242;2023-11-05T18:05:25.318242
108;1931;2023-10-25T19:58:30.318242;2023-10-27T00:14:20.318242
3807;4928;2023-11-05T03:44:02.318242;2023-11-06T12:31:12.318242
923;4945;2023-10-16T19:09:22.318242;2023-10-27T13:59:03.318242
1291;4879;2023-10-28T09:19:35.318242;2023-11-08T09:24:57.318242
4459;5125;2023-10-31T11:28:40.318242;2023-11-09T20:34:12.318242
3489;3694;2023-11-13T08:44:45.318242;2023-11-14T08:27:35.318242
177;1418;2023-10-16T02:23:32.318242;2023-11-09T06:14:53.318242
1990;2761;2023-10-25T00:14:18.318242;2023-11-13T19:49:09.318242
188;4938;2023-10-27T16:44:05.318242;2023-11-12T01:36:17.318242
2106;4380;2023-10-16T14:51:24.318242;2023-10-29T08:48:55.318242
1270;4970;2023-10-16T03:05:21.318242;2023-10-30T17:00:37.318242
3208;4214;2023-11-05T01:39:49.318242;2023-11-08T12:25:34.318242
1466;3162;2023-10-17T16:03:19.318242;2023-10-29T13:19:40.318242
2306;5800;2023-11-02T00:38:21.318242;2023-11-12T13:20:32.318242
516;2367;2023-11-11T09:08:43.318242;2023-11-12T17:44:21.318242
