Source;Target;X;Y
1454;5867;1675.9259;-2306.3716
596;4938;2334.6846;-2274.834
1680;3541;1501.5372;-2578.1875
2143;5800;2134.7644;-60.611958
4144;2798;430.76944;3324.4824
4846;5206;1148.0623;-1629.5273
1681;2590;2099.569;872.31604
968;4916;-1399.1571;-22.102869
352;5796;-1591.0864;-294.99426
2435;5855;-1479.6036;2712.2075
2676;5292;-1082.5315;2516.1658
3471;5800;1545.8031;1329.5438
496;1829;36.103756;-618.60077
3219;5691;-1731.0334;-1203.3099
3008;5670;-3427.5955;856.896
5324;5789;223.1815;2759.7642
3504;4549;-446.06534;2693.0952
3732;5772;-1380.1716;-263.22623
2060;4325;1748.5771;-1301.4136
738;2218;2759.582;217.29478
3744;4459;-1495.5668;-665.05786
1831;4185;-1377.231;2376.3296
3777;4602;-1108.7292;-1370.8595
3341;3846;2511.0447;-58.836006
1756;2770;-1845.5609;-1556.1985
3576;5489;-1199.8495;-245.99281
1164;3708;2630.2803;-295.05887
987;1405;-280.0121;-701.2394
2933;2202;-181.35002;1980.3446
1887;769;669.55493;83.71074
2943;3471;1409.4562;1280.2115
2542;2698;1717.0507;-467.773
143;1887;688.62714;174.41298
1823;3638;-3346.8801;935.6722
1011;3577;175.04065;-158.17673
5049;5907;1641.2574;-2554.2302
2515;4972;-1782.4714;-1246.2667
2607;5520;-882.2059;-523.36523
69;1282;-1575.9663;2068.2048
1012;1263;1683.5759;-1233.0929
5524;2894;-1012.06256;-1344.8059
885;253;-1493.4672;2317.5603
880;4602;-1804.3329;-1296.7834
841;5535;546.0371;-923.4534
1609;4725;476.00763;-1046.1512
1012;1340;1683.5759;-1233.0929
5431;5803;-481.0925;2659.447
66;5166;1461.355;1152.3684
1344;5566;-1501.1912;2421.0337
2723;2738;-1333.2921;-1364.1779
2612;4754;-509.35266;1533.1704
3840;5426;2409.326;171.23538
457;4008;-2021.4917;130.88725
2873;2617;-1585.8201;-1707.9124
1328;2565;-281.58026;1475.8722
193;3885;1633.1393;-2778.8052
3344;4558;-553.2836;25.04762
727;4510;1826.2068;-1251.7288
1595;5416;-1654.5541;-1442.1576
4160;4785;-1508.1709;-1296.8649
2629;3380;-1409.4729;-1441.2347
471;3076;-1689.2612;-1361.5973
941;4602;-1718.2235;-1399.4498
2612;5420;-509.35266;1533.1704
571;3743;1200.9059;1209.0773
2249;4047;-1247.8412;2413.9387
2406;2953;-624.2918;-371.0384
5583;5677;1204.2019;2592.374
1931;2979;-1664.9237;2119.511
1641;2551;-1722.2782;-1425.854
2256;4974;-1778.673;-736.49603
2193;4473;2035.357;758.0699
2182;5391;200.09157;2570.9004
385;2386;1767.4939;-2678.2341
97;4288;1583.8195;1205.069
4874;5694;-1417.3701;-105.4328
1060;4509;451.71432;-856.3551
5127;1354;679.63385;20.83775
1573;3957;-251.52405;1951.3186
589;4023;-838.06885;-1302.3416
3270;4700;-1363.8463;-196.60437
100;153;933.1591;-2342.0183
3256;3263;-1599.3391;1954.1431
1829;1829;-213.31618;-507.79175
3885;5879;1556.9907;-2767.7627
4146;5181;2530.2007;211.90659
210;5416;-1733.8547;-1333.5222
2173;5416;-1559.1896;-1427.6748
2793;5277;-1543.3906;-1603.1302
1755;2572;-1595.4811;-1596.8911
1256;4724;2805.5967;125.28699
4253;5599;-1378.6011;2133.0798
1371;4602;-1806.9711;-1536.2067
1707;5314;1722.3804;-2677.7434
3112;4213;868.4788;638.612
4700;5772;-1425.135;-293.18555
1995;5729;-409.31778;1583.8983
2647;4870;-1359.4121;2348.2954
2024;4891;370.3995;-1091.252
2177;4148;521.19684;245.84877
1397;2634;-654.46967;1464.2479
160;4766;1683.0349;-1345.344
160;3595;1683.0349;-1345.344
551;4735;1528.0142;1245.898
1648;2330;1809.2842;-1168.568
2621;5907;1665.8236;-2707.4954
494;1140;104.58599;-1849.0474
2166;5046;1714.3245;-2816.075
2351;4938;2356.4656;-2143.0554
4650;5800;168.7775;436.62814
2916;4810;-1670.0612;2070.7017
1112;3009;-346.2198;1457.8271
61;541;-457.90356;1700.1625
2347;3994;1870.443;-1294.0332
522;1059;-282.50626;2024.1515
4792;5262;-445.277;223.10213
621;5746;2288.1277;493.7444
1064;4517;-501.64066;-754.71216
840;5380;376.667;-921.49866
1689;5333;-1510.512;-386.38
277;2717;-1591.232;-356.42297
3907;3938;-355.3523;-97.6569
513;5753;-1017.9001;-1213.7999
359;5805;2467.305;1347.5231
1157;1340;1557.4235;-1119.8285
2000;3129;1301.5962;-424.93503
1648;3595;1809.2842;-1168.568
4398;5085;2647.8157;188.97467
2725;5118;-1419.3772;-259.78903
71;2711;1696.8546;737.17114
3620;4962;-1290.9841;-218.70119
3409;4595;-1038.6167;-1371.4082
571;642;1200.9059;1209.0773
641;2165;1730.1926;-2642.3123
1744;704;706.5782;443.55435
519;5678;-378.96832;1504.2094
1371;2551;-1806.9711;-1536.2067
635;1136;1084.234;40.950157
2435;3140;-1479.6036;2712.2075
3483;4760;2817.0842;-43.005707
1758;1474;-1823.2618;-1397.139
98;4914;-1348.9126;2304.3767
4414;5417;1740.956;-1413.7268
2337;5566;-1502.66;2377.473
112;452;2424.5242;222.28487
1632;2555;-1397.7102;2334.1
453;2412;1763.737;-2488.4321
2723;5800;-1333.2921;-1364.1779
690;2693;-598.9134;-186.53964
815;3335;-1870.6044;-1452.3391
2783;2218;2544.3044;151.38567
598;5906;-1278.2963;-404.6804
2736;5055;-580.0755;1478.4607
302;579;-404.50674;1408.2407
1025;3117;-373.97437;1674.9596
1387;2778;506.1613;296.85135
2525;2889;563.5608;-1041.8129
1919;1943;2556.8503;-198.02827
3121;1142;-1509.133;2539.5193
2465;2678;1270.4143;2593.046
1383;1163;1639.7002;-133.71927
1409;5543;1800.8619;-1418.5326
1641;5781;-1722.2782;-1425.854
2667;5800;145.91853;425.25797
562;3679;-777.1442;1441.6786
2839;2242;1208.6804;2489.1426
1443;4422;-1670.1433;-214.3886
178;2314;1688.0497;-2724.5662
663;3576;-1459.8451;-376.81827
749;3288;2454.967;264.09012
5421;5638;-1432.4568;-1501.426
1943;2366;2599.9746;-98.394806
2562;2593;-1328.0096;-1470.9274
493;4013;2400.4053;44.01597
1913;2406;-890.22687;-155.82997
1042;5225;1048.8737;2578.3035
2849;3898;141.76772;-1722.9288
1215;4205;-436.72192;1460.5896
2645;5326;-920.6396;-1348.2253
2342;3807;1154.2019;2487.7295
395;435;-721.64624;1502.9896
3719;4729;-647.82184;-164.47351
4047;4185;-1422.0038;2549.5693
2169;3526;709.88196;-619.1144
220;2439;1461.5195;1349.4033
633;4993;-106.68494;-848.5484
1261;4936;1089.4928;181.84413
598;2377;-1278.2963;-404.6804
671;2055;-592.0069;2687.9387
1762;5138;1687.854;2446.7944
4101;5708;-3527.5264;1014.046
3263;4804;-1616.966;2.7043417
1495;4890;774.9321;-2102.506
2619;5076;-1578.778;-1212.3434
3185;3452;-260.3655;1978.6702
1578;5866;-1054.6956;2528.1929
979;5861;2431.916;156.35321
44;3126;449.37787;3344.9802
4517;5489;-695.19574;-829.78534
2345;3843;504.37894;-1146.1537
1122;3962;-283.80444;1601.7816
928;1864;-648.20734;-695.81665
2067;3241;-605.3185;-755.6122
155;4144;363.45453;2752.5286
2171;4253;-1690.2941;2092.6287
297;2527;-1545.0315;2147.22
2524;2639;-1240.7522;2519.671
5524;2843;-1012.06256;-1344.8059
3399;4131;2422.6064;272.37057
2815;4835;1653.5021;-1366.6619
2881;4700;-1424.1813;-231.97302
2979;4810;-1523.092;2121.143
719;969;1138.9434;2540.7744
3285;3460;-1297.9783;-283.78052
1844;2825;1765.2632;1331.8651
0;4924;-1013.84;2405.4312
168;4146;1742.2739;112.82879
961;2713;-1252.9631;2475.9607
1927;1114;-302.73596;-292.86545
1727;4653;933.101;1678.4078
846;2109;106.91833;788.2267
1569;5710;1411.4822;1177.9702
471;5176;-1689.2612;-1361.5973
4659;5085;2269.5332;135.35951
837;3306;-1496.1736;-1362.7114
3779;5729;-340.21436;1192.2896
3637;4333;-734.872;1364.4083
4021;3873;2540.465;360.31293
757;1511;-230.49834;1878.4542
781;2268;833.4219;429.56992
690;5889;-598.9134;-186.53964
1083;2289;969.9902;-2431.5735
1711;1755;-1550.6356;-1524.454
2750;5703;1805.6564;874.10254
1868;4047;-1236.2308;2348.7075
3261;4332;3642.232;-514.77606
578;4735;1321.2678;1246.3883
1126;4974;-1954.1001;-583.72504
5118;5889;-815.9145;-283.04282
513;5489;-1017.9001;-1213.7999
2304;3074;602.41364;-793.6142
939;1292;744.2885;-509.79037
147;1483;1688.589;-2658.66
2851;4633;1582.2434;768.9587
4247;5297;2264.7607;-2137.6375
61;2104;-457.90356;1700.1625
2408;3373;-1001.9589;-494.2384
1400;4081;-1594.3917;-1418.3286
2209;5357;-316.3148;1344.356
3445;4387;-783.1355;-30.003319
497;4146;2631.5266;86.00678
3667;3971;2632.2605;232.72653
1191;3094;-1529.1853;-1158.7205
3050;3850;19.424946;-51.19475
1099;5052;-1519.8522;-20.167469
2230;3694;-1372.1102;2533.5574
2059;5026;-1344.8225;-1067.0013
3089;3840;1484.7858;-244.0546
845;4325;1759.0972;-1481.3983
1168;1875;497.3124;159.98964
819;2218;2609.6091;278.2424
2218;5402;2482.5432;145.0405
2126;5611;1451.2517;1103.2993
3506;5357;-315.28955;1601.2817
1991;4313;394.33463;-984.49866
2230;4911;-1372.1102;2533.5574
4901;5072;-1783.7173;-1363.1237
460;2551;-1774.3658;-1000.9159
1324;4718;1415.8741;-2344.94
3541;5477;1743.6681;-2593.5266
1538;2506;1638.5415;-2705.072
19;5334;1695.1559;815.7485
488;4982;-704.337;-422.77478
4598;5779;-1465.3036;2355.5505
884;3428;1098.2087;2486.6335
2297;4047;-1201.7063;2578.9717
3853;3944;-321.6823;1888.3457
731;4395;1008.6955;132.45308
409;5258;7.1981664;-2253.0642
3850;5255;-12.248571;-83.31192
978;1374;643.69116;-512.00494
1961;2045;523.83575;-16.054401
113;1641;-1690.36;-1591.9689
2931;3278;-1272.0939;-162.08862
1880;3726;370.04953;-1033.6589
1159;3556;2708.9817;-115.63896
175;5191;-1487.1133;-294.7636
815;5638;-1870.6044;-1452.3391
2347;4296;1870.443;-1294.0332
1172;4252;2313.9358;-187.95905
1578;4630;-1054.6956;2528.1929
52;735;1364.4689;1190.6727
5616;5857;1436.804;1045.9069
1384;4265;-1683.2206;-1002.4239
153;5098;889.3672;-2402.72
130;1323;-496.73828;91.98562
2743;2777;-769.84796;-391.34695
2615;5526;971.73145;306.4912
5142;5609;453.98105;-733.6893
1372;4542;1738.0641;-1104.0629
3563;4428;2754.5479;-155.00677
4128;5729;-249.34004;1548.5114
2349;3073;219.73128;580.7419
1776;5884;894.99023;368.08508
1092;5072;-1789.9346;-1448.5035
2573;4951;2656.4353;217.1176
395;1450;-721.64624;1502.9896
4346;5225;1163.357;2596.4465
513;2026;-1017.9001;-1213.7999
361;641;1736.8649;-2796.9158
1581;3635;-1583.1033;-452.71335
1852;3210;-640.7807;-251.7374
2954;3820;966.3367;-1746.8712
1711;4767;-1550.6356;-1524.454
3291;5379;-3114.2048;944.4394
3346;3576;-1572.6428;-276.7932
154;2678;1228.1787;2570.7002
2585;5763;-1651.5743;2094.7634
2034;2072;-481.31845;1475.0751
3460;4444;-1470.708;-455.71503
2520;4464;-1196.9169;-193.47826
442;2433;-508.49054;-197.41183
784;3472;853.97784;-2326.7454
4496;4796;-370.44418;1374.2172
1038;2639;-1056.936;2410.8726
5279;5647;-337.72144;-583.1292
728;2193;2538.8225;1079.187
812;1386;1726.9772;-1322.2345
2972;3680;-261.19913;-750.7562
2641;2778;85.74074;-6.9811764
2770;4972;-1678.9767;-1392.1771
5217;5466;2381.1594;-135.94214
5394;5612;1868.5546;850.3937
1397;4789;-654.46967;1464.2479
4135;5195;-1456.0831;-1242.523
2815;1797;1653.5021;-1366.6619
2001;5076;-1407.8085;-1317.2983
3078;5189;-1040.9307;-507.2774
18;267;-232.40015;-207.737
2179;2440;-3335.0908;885.5835
2725;3051;-1419.3772;-259.78903
4334;4901;-1884.1938;-1300.905
2770;5638;-1678.9767;-1392.1771
1429;4395;1757.6418;-1263.31
270;5828;2342.9858;-163.43893
3220;1768;1698.2161;-2741.481
3595;4505;1677.7256;-1106.0636
2020;3537;806.32416;108.98277
243;2364;448.05478;-1015.1555
3006;4637;-137.95982;1667.7268
1864;5772;-1125.9952;-202.09186
296;1864;-913.63837;20.27186
40;3892;155.90237;-1511.5262
3325;3752;1872.5215;-1186.1073
324;1980;100.38945;2644.0625
135;690;-789.1616;-373.21933
622;4622;-211.3534;733.18933
3704;3828;83.71227;2596.945
739;4491;1082.5094;2628.2175
1835;4458;2749.1526;-100.73677
71;5412;1696.8546;737.17114
2363;4752;1717.3546;-2736.2488
3304;4829;368.7969;-89.24333
1374;4316;2341.9976;231.89012
1474;5751;-1304.5948;-1115.2084
179;5684;-619.6818;1495.5685
1606;2669;-1651.4923;-128.72717
1641;4160;-1722.2782;-1425.854
726;3627;-1538.7758;-1320.035
2715;5051;1035.3683;2425.748
1271;4180;-1703.0125;-1338.6909
2520;4874;-1196.9169;-193.47826
2059;2831;-1344.8225;-1067.0013
3456;4608;-1466.6698;63.90779
103;3568;1441.1548;1136.2275
2535;5416;-1425.0325;-1281.1329
2038;5644;2514.8628;-116.397446
2306;5413;782.149;247.16232
996;1638;2313.563;-103.65279
2209;4156;-316.3148;1344.356
617;2855;-1560.5305;-202.4927
1065;1587;-594.4389;-908.31384
202;4406;-1866.8036;-679.12714
1500;3762;-1185.2024;2407.4473
1013;1661;1566.7426;1091.194
683;5562;-948.22363;-1239.3445
1080;5305;1806.4324;-1343.271
4530;1908;1740.4945;-616.852
2326;2469;502.76053;3147.0933
1998;4333;-676.4648;1544.3826
11;2767;-1419.2823;-464.4908
864;2407;962.14996;-878.8171
2189;3925;-1104.4891;-126.85113
3919;5716;703.53015;-672.03015
1875;3537;698.84454;197.30194
3452;5188;-314.96295;1970.8906
366;3435;123.97781;-2566.2178
2860;4153;-599.4345;-79.47302
743;1456;1494.818;-897.84314
2793;3363;-1543.3906;-1603.1302
3195;1931;-1644.0417;2180.4731
490;1793;-1118.7029;-58.910957
121;3140;-1421.8828;2496.2253
2371;5169;-104.60786;491.87622
2910;3208;1874.6477;-686.2881
2143;4013;2134.7644;-60.611958
806;2778;224.8653;24.469799
1304;2363;1618.8816;-2404.5361
1245;5188;-251.73323;1855.0126
1675;2435;-1449.187;2513.9492
113;3223;-1690.36;-1591.9689
4564;5160;606.90906;1882.4976
4180;4625;-1561.0594;-1290.13
952;2304;745.998;-875.3928
4026;4532;-1599.7319;-1392.0166
3041;3335;-1640.0121;-1347.7369
2239;3344;11.62442;-226.9459
492;4429;-1435.1271;-514.02893
726;1984;-1538.7758;-1320.035
1692;2153;-983.1992;-1444.7886
2565;4217;-408.96613;1441.1433
5246;5483;1586.5479;-2781.7017
2612;3609;-509.35266;1533.1704
2797;5469;1605.7599;-1013.4995
2624;3160;2627.2676;213.02213
377;3130;232.22626;2430.5317
1902;4418;-1566.4609;-1688.3219
2366;5727;2398.2698;1.5506124
3415;5669;1602.0706;-388.8956
5212;4081;-1451.6493;-1175.7706
210;726;-1733.8547;-1333.5222
2430;3345;687.5737;749.8168
2928;5584;1800.397;-1317.1414
818;1544;-1458.1665;-115.95963
1263;3523;1751.1094;-1147.5543
3428;3807;900.12244;2238.8286
1538;4120;1638.5415;-2705.072
2166;5867;1714.3245;-2816.075
1625;5774;2704.946;253.15308
1390;1406;-211.22809;-171.19598
3595;4835;1677.7256;-1106.0636
2774;5800;303.27774;438.4052
1249;2546;1821.1646;-1437.0177
669;994;-2947.1826;987.39124
3387;4404;-256.03015;-39.948677
2230;2260;-1372.1102;2533.5574
2562;5069;-1328.0096;-1470.9274
2659;3099;-1029.1133;2265.0737
4429;4874;-1304.6354;-300.89844
230;4062;-506.03214;833.4012
4288;4912;1614.3486;1284.0289
2290;4448;-502.6617;2787.0742
2366;5517;2398.2698;1.5506124
2073;3841;1720.8292;-566.9934
985;2645;-879.17694;-1333.9515
2693;2937;-90.20196;126.42645
1594;3971;2472.3467;231.75006
3558;4582;575.1286;89.66345
2567;2890;-1649.2803;2154.5876
1450;3955;-487.54077;1642.4928
976;1140;-22.47782;-2352.1436
3987;4014;-100.79596;-491.46548
2334;4537;-1109.886;2419.7505
121;3170;-1421.8828;2496.2253
1256;3798;2805.5967;125.28699
97;4024;1583.8195;1205.069
126;3388;479.58487;259.92032
5011;5800;-655.0346;-474.1619
77;3478;-465.16907;-809.0663
1372;541;1738.0641;-1104.0629
2454;769;655.79144;127.96477
4992;4810;-1609.7666;2089.2048
1385;5729;-365.91583;1304.8325
1045;4602;-1770.9735;-1510.0015
100;3012;933.1591;-2342.0183
2218;5068;2482.5432;145.0405
3641;5333;-1440.2675;-447.12674
5046;5775;1770.4559;-2745.2908
1811;4406;-1508.519;-1331.3693
123;4081;-1626.1979;-1497.008
1323;5713;-576.0044;-130.9889
4366;4525;-1400.4076;-416.5068
2966;5663;1207.4324;-1596.7705
2706;2251;1877.1315;-539.9972
1025;1965;-373.97437;1674.9596
3307;5282;1708.7483;-519.7692
3680;4339;-1224.0164;-317.63293
2041;5520;-1625.5548;-1372.8004
1244;5298;1476.857;736.1242
1185;2386;1689.3467;-2775.2322
519;1395;-378.96832;1504.2094
598;1581;-1278.2963;-404.6804
3048;4639;1610.8872;689.6134
3622;5154;-1045.8728;2390.3035
2770;4406;-1678.9767;-1392.1771
885;2337;-1493.4672;2317.5603
4530;4214;1740.4945;-616.852
172;2698;1340.2754;-515.4973
1676;2524;-1022.39294;2536.3684
750;5799;1607.3839;-2748.0913
809;2998;-1257.0824;2668.0798
1356;1298;-359.98486;382.801
2358;3306;-1366.8699;-1335.7952
1527;4801;-1601.5112;2711.8042
329;235;1157.6547;-1540.9739
3922;5612;1756.4314;1010.6837
724;3263;-1300.0132;2365.4807
733;2042;-770.3228;-131.53555
2793;4341;-1543.3906;-1603.1302
1344;2086;-1501.1912;2421.0337
135;1474;-789.1616;-373.21933
503;2355;-1420.7197;-186.82605
2151;3301;-155.2168;-845.96606
2426;5438;1821.7964;-2674.5203
4676;5536;1307.2505;1195.6271
1372;5119;1738.0641;-1104.0629
1518;4587;1148.5066;2435.6807
1778;5324;421.4616;3242.8306
748;3595;1654.1702;-1237.8193
2165;5090;1633.8085;-2753.9146
2059;4660;-1344.8225;-1067.0013
641;607;1730.1926;-2642.3123
3014;4412;622.216;13.284977
4414;5538;1740.956;-1413.7268
940;4081;-1466.2152;-519.1039
2386;4752;1625.2435;-2634.4675
1043;1474;-1529.1978;-1361.3584
3087;2334;-1291.4628;2407.7004
596;3721;2334.6846;-2274.834
1138;5881;1178.0096;-420.23172
1429;3830;1757.6418;-1263.31
154;884;1228.1787;2570.7002
2985;3438;1047.5239;2061.5864
505;5449;-632.3703;-87.91316
4271;4744;824.1729;554.6185
3957;5729;-275.17764;1884.5426
5428;5860;-535.83344;2776.976
1283;4811;1531.6406;1208.457
589;2393;-838.06885;-1302.3416
894;2178;1069.3416;1861.0784
1881;4970;-1202.749;-580.59326
1573;3329;-251.52405;1951.3186
381;3537;679.96204;137.8407
2931;4700;-1272.0939;-162.08862
3638;4380;-3220.391;880.02045
1327;1586;903.2166;267.8254
123;5871;-1626.1979;-1497.008
4159;5543;1727.8606;-1278.1783
2116;5785;-1305.2031;2528.8853
3126;4144;402.78827;3335.5615
3368;4247;2399.8066;-2082.9114
1324;4107;1415.8741;-2344.94
1474;4906;-1304.5948;-1115.2084
1400;4622;-1594.3917;-1418.3286
1711;4284;-1550.6356;-1524.454
1089;4977;-3914.7747;4203.2114
1374;4723;2341.9976;231.89012
284;4772;1097.4229;-1556.1565
3576;4340;-1199.8495;-245.99281
4996;5590;-1358.7196;-51.133152
621;4723;2288.1277;493.7444
641;5494;1730.1926;-2642.3123
1986;4917;-1616.1028;-218.03688
1061;4190;1622.1484;-1330.5651
2688;2704;-662.73724;-329.77203
3519;5052;-1500.4147;-166.3934
3523;5119;1779.2113;-1338.5255
1595;2572;-1654.5541;-1442.1576
181;2888;1315.1931;-90.89724
1916;1003;768.6423;2142.38
1424;5074;1669.3955;1363.5225
2378;5085;2724.0876;-45.913593
4547;5105;20.94945;723.4388
2759;4033;-1237.9731;2444.196
4761;5158;-1412.854;2259.2
44;1009;449.37787;3344.9802
1766;2619;-1673.2786;-1473.7748
5042;5508;-1579.3016;-1345.9738
2731;5051;1006.8378;2483.0488
4198;4974;-1865.0443;-528.5514
3008;3727;-3427.5955;856.896
195;5781;-1737.2361;-1459.6631
2264;3015;-816.6576;-400.6293
2515;4160;-1782.4714;-1246.2667
84;4488;1330.0787;1218.8997
2774;2900;303.27774;438.4052
655;4928;957.2453;2307.2231
2059;2770;-1344.8225;-1067.0013
3533;5636;-1827.1173;-1266.102
1378;5726;-1678.497;-1542.4906
4523;5154;-792.2341;1987.8895
3094;5678;-1026.1403;135.19385
123;4602;-1626.1979;-1497.008
1711;3292;-1550.6356;-1524.454
2741;3704;180.79778;2663.513
2288;3504;-449.88583;2469.9646
2607;4528;-882.2059;-523.36523
1908;4391;1775.0656;-543.8457
3602;5142;435.24512;-764.7504
666;1077;103.08699;-58.355885
3311;4097;2609.1963;232.41484
1928;5306;415.2134;-9.888396
433;4954;131.2908;2590.9634
4435;5893;-1578.9061;2776.3179
2219;2951;-1226.1631;-151.37206
876;1578;-1083.9324;2396.749
2343;2698;1749.6772;-505.88766
2048;4070;1831.9141;-601.20953
2805;3504;-546.1882;2748.9993
1365;3889;2286.2156;6.74897
3696;3955;-312.244;1545.0925
1708;5644;2684.932;-206.29231
5217;5828;2381.1594;-135.94214
5118;5643;-815.9145;-283.04282
2296;3541;1558.2527;-2632.2488
3561;4078;-908.1061;-496.9429
1548;2111;1806.4924;-2633.2673
403;1595;-1533.4886;-1239.7947
2717;4970;-1834.1237;-501.95972
2634;3009;-639.23035;1529.0208
1384;4857;-1683.2206;-1002.4239
0;2051;-1013.84;2405.4312
3441;3801;-1312.2964;-1309.3922
1774;4123;-695.485;-1180.0403
3367;4496;-443.1069;1588.0604
2396;3924;538.81616;3324.74
277;1864;-1591.232;-356.42297
249;2280;423.7412;-1986.5935
1747;5713;-1680.269;-244.2153
2537;4010;-1498.2662;-1578.283
5560;3983;1611.8596;-1383.7463
743;2797;1494.818;-897.84314
1390;4813;-211.22809;-171.19598
4992;5446;-1609.7666;2089.2048
1998;4583;-676.4648;1544.3826
762;1680;1609.4474;-2718.3284
584;4208;155.19933;-580.638
403;2173;-1533.4886;-1239.7947
3087;4761;-1291.4628;2407.7004
734;2815;1708.5049;-1238.6631
2903;3044;2250.3665;-55.566505
2425;3671;-223.66911;1956.262
3099;4924;-1068.306;2230.9548
503;4459;-1420.7197;-186.82605
4874;4917;-1417.3701;-105.4328
4700;5118;-1425.135;-293.18555
4893;5791;-973.53436;-56.821335
4491;4928;819.29346;2069.5989
2524;5855;-1240.7522;2519.671
4226;2443;1037.2744;-438.9319
962;3189;756.68726;170.24648
88;2536;2328.7798;-2139.5737
5108;5533;-239.9448;2034.6648
527;2662;-593.07605;-854.8547
1976;2558;-1608.1477;2055.0593
1454;2165;1675.9259;-2306.3716
1128;5739;722.1786;192.06696
5590;5713;-1294.2766;-145.87372
4714;4898;915.7467;-4714.477
1127;1756;-1806.2687;-1484.437
4366;5882;-1400.4076;-416.5068
4067;4190;1740.997;-2517.7974
2731;4410;1006.8378;2483.0488
4767;5726;-1176.9752;-1313.1733
3574;3576;-1599.0479;-321.51028
496;3535;36.103756;-618.60077
2243;2573;2730.403;295.34607
632;769;632.7309;201.85352
1339;5745;1154.5598;-1660.4095
619;3099;-449.92578;2654.5676
1397;1998;-654.46967;1464.2479
2060;3830;1748.5771;-1301.4136
3714;4878;-1833.6162;-1506.329
1924;3870;-3280.901;868.91956
1938;2298;-698.3543;1164.2094
3729;4877;2433.9302;-130.26445
726;3536;-1538.7758;-1320.035
3255;4928;828.92804;2338.8289
3541;4932;1743.6681;-2593.5266
3677;3761;359.72092;-1177.1769
1601;3604;796.1239;694.08075
50;1052;1611.8743;1066.673
1009;5474;531.2526;3359.4827
1075;3668;2368.6892;-177.96606
2868;3315;-484.53662;1594.8029
117;520;716.52924;892.04816
2082;4972;-1720.94;-986.5841
2291;1320;-3578.4614;977.7981
112;4581;2424.5242;222.28487
2097;3331;-1350.41;-483.113
3414;5726;-1698.9722;-1413.3431
190;5321;-547.14056;1588.3806
1352;3402;-1024.7992;-452.297
44;3618;449.37787;3344.9802
4148;982;679.6467;395.31705
3500;4248;-1316.5736;-467.28857
2102;2813;-1217.4663;482.85474
3081;1946;-1327.6844;-295.06915
1378;5808;-1678.497;-1542.4906
992;3219;-1589.0205;-1516.1794
151;5800;-627.9695;-483.8596
1641;4602;-1722.2782;-1425.854
1581;4430;-1583.1033;-452.71335
4048;755;548.8554;262.27557
297;1466;-1545.0315;2147.22
1141;3178;-730.132;-1249.101
767;2239;-73.62442;-147.82861
5524;1800;-1012.06256;-1344.8059
82;170;447.85193;-619.501
2045;3763;457.4754;177.61603
2111;4016;1707.7207;-2579.6497
2161;2715;1016.3587;2519.7332
589;1241;-838.06885;-1302.3416
440;2670;1339.8254;1191.3358
90;2422;1778.8584;-2879.2495
2539;4929;1805.8469;244.51083
434;4115;670.0284;-1205.8424
2396;4593;538.81616;3324.74
1932;3230;-1507.1394;-420.04968
1239;5071;1834.3832;-2574.9282
2059;3363;-1344.8225;-1067.0013
3082;4878;-1700.4164;-1221.1193
25;417;-1098.657;2141.6794
766;1909;-1154.9216;2475.053
4880;5307;-1404.9541;-71.47669
1456;845;1619.8853;-1199.0419
1756;4878;-1845.5609;-1556.1985
74;4442;-92.04527;868.1782
191;3795;59.17096;-535.5627
2639;2676;-1092.6064;2363.0332
1909;3242;-1360.8104;2458.583
2173;3176;-1559.1896;-1427.6748
100;3472;933.1591;-2342.0183
1707;1851;1722.3804;-2677.7434
4366;3925;-1400.4076;-416.5068
3270;4339;-1363.8463;-196.60437
876;4020;-1083.9324;2396.749
3110;5808;-1650.8458;-1321.5886
2358;4032;-1366.8699;-1335.7952
2017;1812;2189.3196;-2103.7542
2306;4582;782.149;247.16232
282;4117;726.4766;624.58777
1595;4622;-1654.5541;-1442.1576
2951;4236;-1259.457;-268.8342
2327;5092;669.3716;-10.957298
420;3263;-1585.2614;2038.76
885;1849;-1493.4672;2317.5603
2326;5848;502.76053;3147.0933
3682;5807;533.44324;530.0967
600;4597;-895.86395;-1654.3964
1648;2920;1809.2842;-1168.568
426;541;-422.47998;1496.4912
1624;1023;-1433.821;-1602.906
125;1707;1599.4305;-2815.9666
951;3484;886.4821;-2313.9822
726;850;-1538.7758;-1320.035
692;5538;1775.3981;-1311.8636
961;1466;-1252.9631;2475.9607
743;3357;1494.818;-897.84314
2943;5166;1409.4562;1280.2115
1915;3281;-1729.4045;-1245.1039
154;4579;1228.1787;2570.7002
674;1429;1872.4397;-1328.3418
1965;4789;-345.02084;1422.3087
472;5848;565.4221;3290.106
361;2296;1736.8649;-2796.9158
1992;5170;1987.8015;377.221
4107;4153;-376.7015;-132.7641
1625;3017;2704.946;253.15308
1921;3354;-1605.7208;-72.246315
1018;4409;1780.3756;-2657.8086
112;882;2424.5242;222.28487
165;5543;1771.1229;-1231.879
5072;5508;-1489.2231;-1195.4958
1651;1915;-1775.9604;-1418.0748
1938;4759;-698.3543;1164.2094
1012;5396;1683.5759;-1233.0929
2751;5139;523.46893;-835.6625
1103;1700;2659.8555;-205.55762
961;3140;-1252.9631;2475.9607
3121;1088;-1509.133;2539.5193
4160;4699;-1508.1709;-1296.8649
2173;5797;-1559.1896;-1427.6748
623;4874;-1589.0566;-29.645185
